127.0.0.1 - - [13/Dec/2013:00:28:46 -0500] "GET / HTTP/1.1" 200 11444
192.168.2.97 - - [13/Dec/2013:01:18:56 -0500] "GET /web/getNews?urltitle=Orchestra-London-Serenade-Brunch-Winterlude-Brunch-Mozart-to-Britten HTTP/1.1" 200 656
192.168.2.97 - - [13/Dec/2013:01:19:45 -0500] "GET /web/getSpecifyCategoryEvent?fromDate=20131213&cid=12&startid=0&count=10 HTTP/1.1" 200 2610
192.168.2.97 - - [13/Dec/2013:01:20:13 -0500] "GET /web/getSpecifyCategoryEvent?fromDate=20131213&cid=01&startid=0&count=10 HTTP/1.1" 200 2655
192.168.2.97 - - [13/Dec/2013:01:20:16 -0500] "GET /web/getSpecifyCategoryEvent?fromDate=20131213&cid=02&startid=0&count=10 HTTP/1.1" 200 2687
192.168.2.97 - - [13/Dec/2013:01:20:22 -0500] "GET /web/getNews?urltitle=Veterans-of-SNL HTTP/1.1" 200 334
192.168.2.97 - - [13/Dec/2013:01:20:26 -0500] "GET /web/getNews?urltitle=London-Nationals-vs-St-Marys-Lincolns-Feb-12 HTTP/1.1" 200 1842
192.168.2.97 - - [13/Dec/2013:01:20:49 -0500] "GET /web/getSpecifyCategoryEvent?fromDate=20131213&cid=02&startid=10&count=10 HTTP/1.1" 200 2374
192.168.2.97 - - [13/Dec/2013:01:20:56 -0500] "GET /web/getNews?urltitle=12th-Annual-Oakridge-Aeros-HL-Classic HTTP/1.1" 200 450
192.168.2.97 - - [13/Dec/2013:01:21:46 -0500] "GET /web/getSpecifyCategoryEvent?fromDate=20131213&cid=12&startid=0&count=10 HTTP/1.1" 200 2610
192.168.2.97 - - [13/Dec/2013:01:22:07 -0500] "GET /web/getSpecifyCategoryEvent?fromDate=20131213&cid=12&startid=10&count=10 HTTP/1.1" 200 2388
192.168.2.97 - - [13/Dec/2013:01:22:20 -0500] "GET /web/getSpecifyCategoryEvent?fromDate=20131213&cid=01&startid=0&count=10 HTTP/1.1" 200 2655
192.168.2.97 - - [13/Dec/2013:01:22:22 -0500] "GET /web/getSpecifyCategoryEvent?fromDate=20131213&cid=02&startid=0&count=10 HTTP/1.1" 200 2687
192.168.2.97 - - [13/Dec/2013:01:22:28 -0500] "GET /web/getNews?urltitle=London-Nationals-vs-Chatham-Maroons-Feb-5 HTTP/1.1" 200 1837
192.168.2.97 - - [13/Dec/2013:01:22:42 -0500] "GET /web/getNews?urltitle=Veterans-of-SNL HTTP/1.1" 200 334
192.168.2.97 - - [13/Dec/2013:01:22:47 -0500] "GET /web/getNews?urltitle=London-Nationals-vs-St-Marys-Lincolns-Feb-12 HTTP/1.1" 200 1842
192.168.2.97 - - [13/Dec/2013:01:22:57 -0500] "GET /web/getSpecifyCategoryEvent?fromDate=20131213&cid=02&startid=10&count=10 HTTP/1.1" 200 2374
192.168.2.97 - - [13/Dec/2013:01:23:04 -0500] "GET /web/getNews?urltitle=12th-Annual-Oakridge-Aeros-HL-Classic HTTP/1.1" 200 450
192.168.2.97 - - [13/Dec/2013:01:23:13 -0500] "GET /web/getNews?urltitle=Orchestra-London-Red-Hot-Weekends--Matt-Dusk-My-Funny-Valentine HTTP/1.1" 200 579
192.168.2.97 - - [13/Dec/2013:01:23:32 -0500] "GET /web/getSpecifyCategoryFacility?cid=01&startid=0&count=10 HTTP/1.1" 200 1312
192.168.2.97 - - [13/Dec/2013:01:23:43 -0500] "GET /web/getBus?facilityx=-81.2657113076&facilityy=42.9874022213 HTTP/1.1" 200 9512
192.168.2.97 - - [13/Dec/2013:01:24:12 -0500] "GET /web/getSpecifyCategoryFacility?cid=07&startid=0&count=10 HTTP/1.1" 200 881
192.168.2.97 - - [13/Dec/2013:01:24:15 -0500] "GET /web/getSpecifyCategoryFacility?cid=07&startid=5&count=10 HTTP/1.1" 200 68
192.168.2.97 - - [13/Dec/2013:01:24:19 -0500] "GET /web/getBus?facilityx=-81.178299701&facilityy=42.96500699 HTTP/1.1" 200 2396
192.168.2.97 - - [13/Dec/2013:01:28:54 -0500] "GET /web/getSpecifyCategoryFacility?cid=01&startid=0&count=10 HTTP/1.1" 200 1312
192.168.2.97 - - [13/Dec/2013:01:28:57 -0500] "GET /web/getSpecifyCategoryFacility?cid=02&startid=0&count=10 HTTP/1.1" 200 1669
192.168.2.97 - - [13/Dec/2013:01:29:01 -0500] "GET /web/getBus?facilityx=-81.170311074&facilityy=42.9810963208 HTTP/1.1" 200 4458
192.168.2.97 - - [13/Dec/2013:01:29:10 -0500] "GET /web/getSpecifyCategoryFacility?cid=13&startid=0&count=10 HTTP/1.1" 200 1580
192.168.2.97 - - [13/Dec/2013:01:29:17 -0500] "GET /web/getSpecifyCategoryFacility?cid=11&startid=0&count=10 HTTP/1.1" 200 1622
192.168.2.97 - - [13/Dec/2013:01:29:22 -0500] "GET /web/getBus?facilityx=-81.3040055959&facilityy=43.0009732085 HTTP/1.1" 200 7191
192.168.2.97 - - [13/Dec/2013:01:30:04 -0500] "GET /web/getSpecifyCategoryFacility?cid=04&startid=0&count=10 HTTP/1.1" 200 1553
192.168.2.97 - - [13/Dec/2013:01:30:07 -0500] "GET /web/getSpecifyCategoryFacility?cid=02&startid=0&count=10 HTTP/1.1" 200 1669
192.168.2.97 - - [13/Dec/2013:01:30:11 -0500] "GET /web/getSpecifyCategoryFacility?cid=01&startid=0&count=10 HTTP/1.1" 200 1312
192.168.2.97 - - [13/Dec/2013:01:30:13 -0500] "GET /web/getSpecifyCategoryFacility?cid=02&startid=0&count=10 HTTP/1.1" 200 1669
192.168.2.97 - - [13/Dec/2013:01:30:16 -0500] "GET /web/getSpecifyCategoryFacility?cid=03&startid=0&count=10 HTTP/1.1" 200 1697
192.168.2.97 - - [13/Dec/2013:01:30:19 -0500] "GET /web/getSpecifyCategoryFacility?cid=02&startid=0&count=10 HTTP/1.1" 200 1669
192.168.2.97 - - [13/Dec/2013:01:30:26 -0500] "GET /web/getSpecifyCategoryFacility?cid=13&startid=0&count=10 HTTP/1.1" 200 1580
192.168.2.97 - - [13/Dec/2013:01:30:56 -0500] "GET /web/getSpecifyCategoryEvent?fromDate=20131213&cid=12&startid=0&count=10 HTTP/1.1" 200 2610
192.168.2.97 - - [13/Dec/2013:01:31:17 -0500] "GET /web/getSpecifyCategoryEvent?fromDate=20131213&cid=12&startid=10&count=10 HTTP/1.1" 200 2388
192.168.2.97 - - [13/Dec/2013:01:31:28 -0500] "GET /web/getSpecifyCategoryEvent?fromDate=20131213&cid=01&startid=0&count=10 HTTP/1.1" 200 2655
192.168.2.97 - - [13/Dec/2013:01:31:32 -0500] "GET /web/getSpecifyCategoryEvent?fromDate=20131213&cid=02&startid=0&count=10 HTTP/1.1" 200 2687
192.168.2.97 - - [13/Dec/2013:01:31:36 -0500] "GET /web/getNews?urltitle=London-Nationals-vs-Chatham-Maroons-Feb-5 HTTP/1.1" 200 1837
192.168.2.97 - - [13/Dec/2013:01:31:53 -0500] "GET /web/getNews?urltitle=Veterans-of-SNL HTTP/1.1" 200 334
192.168.2.97 - - [13/Dec/2013:01:32:32 -0500] "GET /web/getSpecifyCategoryEvent?fromDate=20131213&cid=12&startid=0&count=10 HTTP/1.1" 200 2610
192.168.2.97 - - [13/Dec/2013:01:32:51 -0500] "GET /web/getSpecifyCategoryEvent?fromDate=20131213&cid=12&startid=10&count=10 HTTP/1.1" 200 2388
192.168.2.97 - - [13/Dec/2013:01:33:03 -0500] "GET /web/getSpecifyCategoryEvent?fromDate=20131213&cid=01&startid=0&count=10 HTTP/1.1" 200 2655
192.168.2.97 - - [13/Dec/2013:01:33:06 -0500] "GET /web/getSpecifyCategoryEvent?fromDate=20131213&cid=02&startid=0&count=10 HTTP/1.1" 200 2687
192.168.2.97 - - [13/Dec/2013:01:33:10 -0500] "GET /web/getNews?urltitle=London-Nationals-vs-Chatham-Maroons-Feb-5 HTTP/1.1" 200 1837
192.168.2.97 - - [13/Dec/2013:01:33:24 -0500] "GET /web/getNews?urltitle=Veterans-of-SNL HTTP/1.1" 200 334
192.168.2.97 - - [13/Dec/2013:01:33:29 -0500] "GET /web/getNews?urltitle=London-Nationals-vs-St-Marys-Lincolns-Feb-12 HTTP/1.1" 200 1842
192.168.2.97 - - [13/Dec/2013:01:33:40 -0500] "GET /web/getSpecifyCategoryEvent?fromDate=20131213&cid=02&startid=10&count=10 HTTP/1.1" 200 2374
192.168.2.97 - - [13/Dec/2013:01:33:49 -0500] "GET /web/getNews?urltitle=12th-Annual-Oakridge-Aeros-HL-Classic HTTP/1.1" 200 450
192.168.2.97 - - [13/Dec/2013:01:33:56 -0500] "GET /web/getNews?urltitle=Orchestra-London-Red-Hot-Weekends--Matt-Dusk-My-Funny-Valentine HTTP/1.1" 200 579
192.168.2.97 - - [13/Dec/2013:01:34:10 -0500] "GET /web/getSpecifyCategoryFacility?cid=01&startid=0&count=10 HTTP/1.1" 200 1312
192.168.2.97 - - [13/Dec/2013:01:34:35 -0500] "GET /web/getSpecifyCategoryFacility?cid=02&startid=0&count=10 HTTP/1.1" 200 1669
192.168.2.97 - - [13/Dec/2013:01:34:51 -0500] "GET /web/getBus?facilityx=-81.2052695363&facilityy=42.9984941571 HTTP/1.1" 200 9889
192.168.2.97 - - [13/Dec/2013:01:36:36 -0500] "GET /web/getSpecifyCategoryFacility?cid=01&startid=0&count=10 HTTP/1.1" 200 1312
192.168.2.97 - - [13/Dec/2013:01:36:41 -0500] "GET /web/getSpecifyCategoryFacility?cid=02&startid=0&count=10 HTTP/1.1" 200 1669
192.168.2.97 - - [13/Dec/2013:01:36:47 -0500] "GET /web/getBus?facilityx=-81.2968857009&facilityy=42.9136007366 HTTP/1.1" 200 908
192.168.2.97 - - [13/Dec/2013:01:36:54 -0500] "GET /web/getBus?facilityx=-81.2304510263&facilityy=42.9820496776 HTTP/1.1" 200 9712
192.168.2.97 - - [13/Dec/2013:01:37:01 -0500] "GET /web/getBus?facilityx=-81.2968857009&facilityy=42.9136007366 HTTP/1.1" 200 908
192.168.2.97 - - [13/Dec/2013:01:37:05 -0500] "GET /web/getBus?facilityx=-81.2967615351&facilityy=42.914169944 HTTP/1.1" 200 908
